day,lang,count
2017-07-03 00:00:00,en,311
2017-07-03 00:00:00,ru,385
2017-07-03 00:00:00,lv,2931
2017-07-04 00:00:00,da,1
2017-07-04 00:00:00,nl,1
2017-07-04 00:00:00,th,1
2017-07-04 00:00:00,cs,2
2017-07-04 00:00:00,fi,2
2017-07-04 00:00:00,no,2
2017-07-04 00:00:00,uk,2
2017-07-04 00:00:00,bg,3
2017-07-04 00:00:00,ca,3
2017-07-04 00:00:00,es,3
2017-07-04 00:00:00,in,3
2017-07-04 00:00:00,sr,3
2017-07-04 00:00:00,de,4
2017-07-04 00:00:00,fr,4
2017-07-04 00:00:00,ht,5
2017-07-04 00:00:00,pt,5
2017-07-04 00:00:00,et,6
2017-07-04 00:00:00,sv,10
2017-07-04 00:00:00,lt,13
2017-07-04 00:00:00,und,72
2017-07-04 00:00:00,ru,408
2017-07-04 00:00:00,en,410
2017-07-04 00:00:00,lv,3315
2017-07-05 00:00:00,cs,1
2017-07-05 00:00:00,eu,1
2017-07-05 00:00:00,fi,1
2017-07-05 00:00:00,hi,1
2017-07-05 00:00:00,ht,1
2017-07-05 00:00:00,it,1
2017-07-05 00:00:00,ro,1
2017-07-05 00:00:00,tr,1
2017-07-05 00:00:00,ca,2
2017-07-05 00:00:00,cy,2
2017-07-05 00:00:00,nl,2
2017-07-05 00:00:00,pl,2
2017-07-05 00:00:00,pt,2
2017-07-05 00:00:00,tl,2
2017-07-05 00:00:00,de,4
2017-07-05 00:00:00,es,5
2017-07-05 00:00:00,et,6
2017-07-05 00:00:00,in,6
2017-07-05 00:00:00,fr,7
2017-07-05 00:00:00,no,8
2017-07-05 00:00:00,uk,10
2017-07-05 00:00:00,sv,15
2017-07-05 00:00:00,lt,23
2017-07-05 00:00:00,und,77
2017-07-05 00:00:00,en,348
2017-07-05 00:00:00,ru,389
2017-07-05 00:00:00,lv,2687
2017-07-06 00:00:00,bg,1
2017-07-06 00:00:00,eu,1
2017-07-06 00:00:00,hu,1
2017-07-06 00:00:00,it,1
2017-07-06 00:00:00,nl,1
2017-07-06 00:00:00,pl,1
2017-07-06 00:00:00,ar,2
2017-07-06 00:00:00,ca,2
2017-07-06 00:00:00,is,2
2017-07-06 00:00:00,pt,2
2017-07-06 00:00:00,sl,2
2017-07-06 00:00:00,de,3
2017-07-06 00:00:00,fi,3
2017-07-06 00:00:00,in,3
2017-07-06 00:00:00,da,4
2017-07-06 00:00:00,et,4
2017-07-06 00:00:00,no,4
2017-07-06 00:00:00,ro,4
2017-07-06 00:00:00,tl,4
2017-07-06 00:00:00,fr,5
2017-07-06 00:00:00,uk,6
2017-07-06 00:00:00,es,7
2017-07-06 00:00:00,sv,11
2017-07-06 00:00:00,lt,15
2017-07-06 00:00:00,und,73
2017-07-06 00:00:00,ru,390
2017-07-06 00:00:00,en,464
2017-07-06 00:00:00,lv,2960
2017-07-07 00:00:00,cy,1
2017-07-07 00:00:00,ht,1
2017-07-07 00:00:00,ja,1
2017-07-07 00:00:00,pt,1
2017-07-07 00:00:00,th,1
2017-07-07 00:00:00,tr,1
2017-07-07 00:00:00,da,2
2017-07-07 00:00:00,fa,2
2017-07-07 00:00:00,in,2
2017-07-07 00:00:00,pl,2
2017-07-07 00:00:00,sr,2
2017-07-07 00:00:00,bg,3
2017-07-07 00:00:00,fi,3
2017-07-07 00:00:00,ro,3
2017-07-07 00:00:00,ca,4
2017-07-07 00:00:00,fr,4
2017-07-07 00:00:00,no,5
2017-07-07 00:00:00,et,6
2017-07-07 00:00:00,uk,6
2017-07-07 00:00:00,es,12
2017-07-07 00:00:00,sv,12
2017-07-07 00:00:00,de,13
2017-07-07 00:00:00,lt,16
2017-07-07 00:00:00,und,72
2017-07-07 00:00:00,en,345
2017-07-07 00:00:00,ru,350
2017-07-07 00:00:00,lv,2602
2017-07-08 00:00:00,bg,1
2017-07-08 00:00:00,cs,1
2017-07-08 00:00:00,fa,1
2017-07-08 00:00:00,ht,1
2017-07-08 00:00:00,sl,1
2017-07-08 00:00:00,th,1
2017-07-08 00:00:00,tl,1
2017-07-08 00:00:00,tr,1
2017-07-08 00:00:00,is,2
2017-07-08 00:00:00,ja,2
2017-07-08 00:00:00,nl,2
2017-07-08 00:00:00,in,3
2017-07-08 00:00:00,ro,3
2017-07-08 00:00:00,sv,4
2017-07-08 00:00:00,et,5
2017-07-08 00:00:00,no,5
2017-07-08 00:00:00,uk,7
2017-07-08 00:00:00,fi,9
2017-07-08 00:00:00,es,12
2017-07-08 00:00:00,de,19
2017-07-08 00:00:00,und,125
2017-07-08 00:00:00,ru,226
2017-07-08 00:00:00,en,242
2017-07-08 00:00:00,lv,1239
2017-07-09 00:00:00,ca,1
2017-07-09 00:00:00,cs,1
2017-07-09 00:00:00,nl,1
2017-07-09 00:00:00,pt,1
2017-07-09 00:00:00,sr,1
2017-07-09 00:00:00,tl,1
2017-07-09 00:00:00,tr,1
2017-07-09 00:00:00,cy,2
2017-07-09 00:00:00,pl,2
2017-07-09 00:00:00,fr,3
2017-07-09 00:00:00,ja,3
2017-07-09 00:00:00,th,3
2017-07-09 00:00:00,uk,3
2017-07-09 00:00:00,es,4
2017-07-09 00:00:00,de,5
2017-07-09 00:00:00,fi,5
2017-07-09 00:00:00,et,7
2017-07-09 00:00:00,sv,7
2017-07-09 00:00:00,no,9
2017-07-09 00:00:00,in,10
2017-07-09 00:00:00,lt,12
2017-07-09 00:00:00,und,55
2017-07-09 00:00:00,en,179
2017-07-09 00:00:00,ru,310
2017-07-09 00:00:00,lv,1342
2017-07-10 00:00:00,de,1
2017-07-10 00:00:00,pl,1
2017-07-10 00:00:00,sl,1
2017-07-10 00:00:00,cs,2
2017-07-10 00:00:00,da,2
2017-07-10 00:00:00,fi,2
2017-07-10 00:00:00,in,2
2017-07-10 00:00:00,is,2
2017-07-10 00:00:00,tr,2
2017-07-10 00:00:00,bg,3
2017-07-10 00:00:00,fr,3
2017-07-10 00:00:00,ja,3
2017-07-10 00:00:00,tl,3
2017-07-10 00:00:00,ca,4
2017-07-10 00:00:00,ro,4
2017-07-10 00:00:00,sv,5
2017-07-10 00:00:00,es,6
2017-07-10 00:00:00,et,6
2017-07-10 00:00:00,pt,8
2017-07-10 00:00:00,lt,11
2017-07-10 00:00:00,uk,11
2017-07-10 00:00:00,no,12
2017-07-10 00:00:00,und,87
2017-07-10 00:00:00,en,272
2017-07-10 00:00:00,ru,480
2017-07-10 00:00:00,lv,2946
2017-07-11 00:00:00,de,1
2017-07-11 00:00:00,nl,1
2017-07-11 00:00:00,no,1
2017-07-11 00:00:00,pl,1
2017-07-11 00:00:00,ro,1
2017-07-11 00:00:00,tl,1
2017-07-11 00:00:00,ca,2
2017-07-11 00:00:00,cy,2
2017-07-11 00:00:00,es,2
2017-07-11 00:00:00,sl,2
2017-07-11 00:00:00,sv,2
2017-07-11 00:00:00,fi,3
2017-07-11 00:00:00,et,4
2017-07-11 00:00:00,in,4
2017-07-11 00:00:00,tr,4
2017-07-11 00:00:00,ja,5
2017-07-11 00:00:00,bg,7
2017-07-11 00:00:00,pt,7
2017-07-11 00:00:00,fr,10
2017-07-11 00:00:00,uk,10
2017-07-11 00:00:00,lt,26
2017-07-11 00:00:00,und,112
2017-07-11 00:00:00,en,295
2017-07-11 00:00:00,ru,444
2017-07-11 00:00:00,lv,3078
2017-07-12 00:00:00,fa,1
2017-07-12 00:00:00,is,1
2017-07-12 00:00:00,no,1
2017-07-12 00:00:00,pl,1
2017-07-12 00:00:00,sl,1
2017-07-12 00:00:00,sr,1
2017-07-12 00:00:00,tl,1
2017-07-12 00:00:00,tr,1
2017-07-12 00:00:00,da,2
2017-07-12 00:00:00,de,2
2017-07-12 00:00:00,fr,2
2017-07-12 00:00:00,nl,2
2017-07-12 00:00:00,fi,3
2017-07-12 00:00:00,in,3
2017-07-12 00:00:00,sv,3
2017-07-12 00:00:00,ja,4
2017-07-12 00:00:00,et,5
2017-07-12 00:00:00,uk,5
2017-07-12 00:00:00,bg,7
2017-07-12 00:00:00,ro,10
2017-07-12 00:00:00,lt,15
2017-07-12 00:00:00,und,59
2017-07-12 00:00:00,en,248
2017-07-12 00:00:00,ru,443
2017-07-12 00:00:00,lv,2857
2017-07-13 00:00:00,fi,1
2017-07-13 00:00:00,nl,1
2017-07-13 00:00:00,ro,1
2017-07-13 00:00:00,sl,1
2017-07-13 00:00:00,sr,1
2017-07-13 00:00:00,sv,1
2017-07-13 00:00:00,ca,2
2017-07-13 00:00:00,da,2
2017-07-13 00:00:00,fr,2
2017-07-13 00:00:00,tl,2
2017-07-13 00:00:00,bg,3
2017-07-13 00:00:00,cs,3
2017-07-13 00:00:00,in,3
2017-07-13 00:00:00,et,4
2017-07-13 00:00:00,no,4
2017-07-13 00:00:00,de,5
2017-07-13 00:00:00,ja,6
2017-07-13 00:00:00,uk,6
2017-07-13 00:00:00,es,7
2017-07-13 00:00:00,lt,14
2017-07-13 00:00:00,und,85
2017-07-13 00:00:00,en,298
2017-07-13 00:00:00,ru,503
2017-07-13 00:00:00,lv,2905
2017-07-14 00:00:00,da,1
2017-07-14 00:00:00,eu,1
2017-07-14 00:00:00,ht,1
2017-07-14 00:00:00,hu,1
2017-07-14 00:00:00,sl,1
2017-07-14 00:00:00,ar,2
2017-07-14 00:00:00,bg,2
2017-07-14 00:00:00,fi,2
2017-07-14 00:00:00,in,2
2017-07-14 00:00:00,nl,2
2017-07-14 00:00:00,pl,2
2017-07-14 00:00:00,pt,2
2017-07-14 00:00:00,uk,2
2017-07-14 00:00:00,ja,3
2017-07-14 00:00:00,sv,3
2017-07-14 00:00:00,es,4
2017-07-14 00:00:00,et,4
2017-07-14 00:00:00,it,4
2017-07-14 00:00:00,de,5
2017-07-14 00:00:00,ro,6
2017-07-14 00:00:00,lt,13
2017-07-14 00:00:00,fr,27
2017-07-14 00:00:00,und,85
2017-07-14 00:00:00,en,331
2017-07-14 00:00:00,ru,381
2017-07-14 00:00:00,lv,2760
2017-07-15 00:00:00,ca,1
2017-07-15 00:00:00,de,1
2017-07-15 00:00:00,es,1
2017-07-15 00:00:00,hu,1
2017-07-15 00:00:00,pl,1
2017-07-15 00:00:00,ro,1
2017-07-15 00:00:00,sl,1
2017-07-15 00:00:00,et,2
2017-07-15 00:00:00,ht,2
2017-07-15 00:00:00,in,2
2017-07-15 00:00:00,ja,2
2017-07-15 00:00:00,pt,2
2017-07-15 00:00:00,tr,2
2017-07-15 00:00:00,uk,2
2017-07-15 00:00:00,bg,3
2017-07-15 00:00:00,fi,3
2017-07-15 00:00:00,lt,5
2017-07-15 00:00:00,nl,5
2017-07-15 00:00:00,fr,6
2017-07-15 00:00:00,sv,13
2017-07-15 00:00:00,und,96
2017-07-15 00:00:00,en,256
2017-07-15 00:00:00,ru,291
2017-07-15 00:00:00,lv,1446
2017-07-16 00:00:00,cs,1
2017-07-16 00:00:00,hi,1
2017-07-16 00:00:00,in,1
2017-07-16 00:00:00,iw,1
2017-07-16 00:00:00,ja,2
2017-07-16 00:00:00,pt,2
2017-07-16 00:00:00,sl,2
2017-07-16 00:00:00,tl,2
2017-07-16 00:00:00,tr,2
2017-07-16 00:00:00,eu,3
2017-07-16 00:00:00,fi,3
2017-07-16 00:00:00,fr,3
2017-07-16 00:00:00,sv,4
2017-07-16 00:00:00,bg,6
2017-07-16 00:00:00,et,6
2017-07-16 00:00:00,lt,6
2017-07-16 00:00:00,nl,6
2017-07-16 00:00:00,pl,6
2017-07-16 00:00:00,ro,6
2017-07-16 00:00:00,uk,14
2017-07-16 00:00:00,und,78
2017-07-16 00:00:00,en,265
2017-07-16 00:00:00,ru,293
2017-07-16 00:00:00,lv,1498
2017-07-17 00:00:00,da,1
2017-07-17 00:00:00,in,1
2017-07-17 00:00:00,ja,1
2017-07-17 00:00:00,ko,1
2017-07-17 00:00:00,sr,1
2017-07-17 00:00:00,tr,1
2017-07-17 00:00:00,ca,2
2017-07-17 00:00:00,cs,2
2017-07-17 00:00:00,es,2
2017-07-17 00:00:00,et,2
2017-07-17 00:00:00,ht,2
2017-07-17 00:00:00,it,2
2017-07-17 00:00:00,pl,2
2017-07-17 00:00:00,bg,3
2017-07-17 00:00:00,tl,3
2017-07-17 00:00:00,fi,4
2017-07-17 00:00:00,fr,4
2017-07-17 00:00:00,ro,4
2017-07-17 00:00:00,uk,4
2017-07-17 00:00:00,sv,9
2017-07-17 00:00:00,lt,19
2017-07-17 00:00:00,und,76
2017-07-17 00:00:00,en,297
2017-07-17 00:00:00,ru,414
2017-07-17 00:00:00,lv,2703
2017-07-18 00:00:00,ar,1
2017-07-18 00:00:00,da,1
2017-07-18 00:00:00,nl,1
2017-07-18 00:00:00,pl,1
2017-07-18 00:00:00,pt,1
2017-07-18 00:00:00,cs,2
2017-07-18 00:00:00,el,2
2017-07-18 00:00:00,ht,2
2017-07-18 00:00:00,tl,2
2017-07-18 00:00:00,fr,3
2017-07-18 00:00:00,in,3
2017-07-18 00:00:00,bg,4
2017-07-18 00:00:00,fi,4
2017-07-18 00:00:00,es,5
2017-07-18 00:00:00,ro,5
2017-07-18 00:00:00,uk,8
2017-07-18 00:00:00,et,9
2017-07-18 00:00:00,sv,9
2017-07-18 00:00:00,lt,12
2017-07-18 00:00:00,und,77
2017-07-18 00:00:00,en,305
2017-07-18 00:00:00,ru,402
2017-07-18 00:00:00,lv,2856
2017-07-19 00:00:00,ar,1
2017-07-19 00:00:00,bg,1
2017-07-19 00:00:00,da,1
2017-07-19 00:00:00,de,1
2017-07-19 00:00:00,eu,1
2017-07-19 00:00:00,hu,1
2017-07-19 00:00:00,it,1
2017-07-19 00:00:00,fi,2
2017-07-19 00:00:00,in,2
2017-07-19 00:00:00,pl,2
2017-07-19 00:00:00,sv,2
2017-07-19 00:00:00,fr,3
2017-07-19 00:00:00,ro,3
2017-07-19 00:00:00,pt,5
2017-07-19 00:00:00,uk,5
2017-07-19 00:00:00,lt,8
2017-07-19 00:00:00,et,9
2017-07-19 00:00:00,es,14
2017-07-19 00:00:00,und,79
2017-07-19 00:00:00,en,353
2017-07-19 00:00:00,ru,433
2017-07-19 00:00:00,lv,3050
2017-07-20 00:00:00,bg,1
2017-07-20 00:00:00,cs,1
2017-07-20 00:00:00,cy,1
2017-07-20 00:00:00,fa,1
2017-07-20 00:00:00,ht,1
2017-07-20 00:00:00,in,1
2017-07-20 00:00:00,sr,1
2017-07-20 00:00:00,tl,1
2017-07-20 00:00:00,tr,1
2017-07-20 00:00:00,da,2
2017-07-20 00:00:00,it,2
2017-07-20 00:00:00,nl,2
2017-07-20 00:00:00,no,2
2017-07-20 00:00:00,sl,2
2017-07-20 00:00:00,de,3
2017-07-20 00:00:00,es,3
2017-07-20 00:00:00,pt,3
2017-07-20 00:00:00,ca,4
2017-07-20 00:00:00,ro,4
2017-07-20 00:00:00,ar,5
2017-07-20 00:00:00,fr,5
2017-07-20 00:00:00,ja,6
2017-07-20 00:00:00,et,7
2017-07-20 00:00:00,uk,7
2017-07-20 00:00:00,sv,11
2017-07-20 00:00:00,lt,20
2017-07-20 00:00:00,und,74
2017-07-20 00:00:00,en,282
2017-07-20 00:00:00,ru,354
2017-07-20 00:00:00,lv,2881
2017-07-21 00:00:00,ar,1
2017-07-21 00:00:00,ca,1
2017-07-21 00:00:00,da,1
2017-07-21 00:00:00,fa,1
2017-07-21 00:00:00,is,1
2017-07-21 00:00:00,sr,1
2017-07-21 00:00:00,zh,1
2017-07-21 00:00:00,bg,2
2017-07-21 00:00:00,cs,2
2017-07-21 00:00:00,in,2
2017-07-21 00:00:00,ja,2
2017-07-21 00:00:00,no,2
2017-07-21 00:00:00,de,3
2017-07-21 00:00:00,it,3
2017-07-21 00:00:00,pl,3
2017-07-21 00:00:00,et,4
2017-07-21 00:00:00,fi,4
2017-07-21 00:00:00,es,5
2017-07-21 00:00:00,ro,5
2017-07-21 00:00:00,cy,6
2017-07-21 00:00:00,pt,6
2017-07-21 00:00:00,uk,6
2017-07-21 00:00:00,sv,8
2017-07-21 00:00:00,fr,10
2017-07-21 00:00:00,lt,19
2017-07-21 00:00:00,und,78
2017-07-21 00:00:00,en,290
2017-07-21 00:00:00,ru,369
2017-07-21 00:00:00,lv,2559
2017-07-22 00:00:00,bg,1
2017-07-22 00:00:00,eu,1
2017-07-22 00:00:00,ja,1
2017-07-22 00:00:00,tr,1
2017-07-22 00:00:00,uk,1
2017-07-22 00:00:00,fi,2
2017-07-22 00:00:00,fr,2
2017-07-22 00:00:00,pt,2
2017-07-22 00:00:00,tl,2
2017-07-22 00:00:00,cs,3
2017-07-22 00:00:00,es,3
2017-07-22 00:00:00,et,3
2017-07-22 00:00:00,it,3
2017-07-22 00:00:00,ro,3
2017-07-22 00:00:00,sl,3
2017-07-22 00:00:00,cy,4
2017-07-22 00:00:00,in,4
2017-07-22 00:00:00,pl,4
2017-07-22 00:00:00,de,5
2017-07-22 00:00:00,lt,8
2017-07-22 00:00:00,sv,10
2017-07-22 00:00:00,und,80
2017-07-22 00:00:00,en,247
2017-07-22 00:00:00,ru,277
2017-07-22 00:00:00,lv,1688
2017-07-23 00:00:00,ca,1
2017-07-23 00:00:00,hu,1
2017-07-23 00:00:00,is,1
2017-07-23 00:00:00,no,1
2017-07-23 00:00:00,pt,1
2017-07-23 00:00:00,sl,1
2017-07-23 00:00:00,tr,1
2017-07-23 00:00:00,nl,2
2017-07-23 00:00:00,pl,2
2017-07-23 00:00:00,ro,3
2017-07-23 00:00:00,eu,4
2017-07-23 00:00:00,in,4
2017-07-23 00:00:00,lt,5
2017-07-23 00:00:00,et,6
2017-07-23 00:00:00,fr,6
2017-07-23 00:00:00,uk,7
2017-07-23 00:00:00,fi,8
2017-07-23 00:00:00,de,11
2017-07-23 00:00:00,es,11
2017-07-23 00:00:00,sv,18
2017-07-23 00:00:00,und,56
2017-07-23 00:00:00,ru,180
2017-07-23 00:00:00,en,253
2017-07-23 00:00:00,lv,1526
2017-07-24 00:00:00,nl,1
2017-07-24 00:00:00,no,1
2017-07-24 00:00:00,pl,1
2017-07-24 00:00:00,sr,1
2017-07-24 00:00:00,tl,1
2017-07-24 00:00:00,bg,2
2017-07-24 00:00:00,da,2
2017-07-24 00:00:00,et,2
2017-07-24 00:00:00,uk,2
2017-07-24 00:00:00,in,3
2017-07-24 00:00:00,pt,3
2017-07-24 00:00:00,ro,3
2017-07-24 00:00:00,fi,4
2017-07-24 00:00:00,fr,4
2017-07-24 00:00:00,tr,4
2017-07-24 00:00:00,it,5
2017-07-24 00:00:00,de,6
2017-07-24 00:00:00,es,6
2017-07-24 00:00:00,lt,8
2017-07-24 00:00:00,sv,11
2017-07-24 00:00:00,und,68
2017-07-24 00:00:00,en,248
2017-07-24 00:00:00,ru,334
2017-07-24 00:00:00,lv,2413
2017-07-25 00:00:00,cs,1
2017-07-25 00:00:00,de,1
2017-07-25 00:00:00,el,1
2017-07-25 00:00:00,fr,1
2017-07-25 00:00:00,ht,1
2017-07-25 00:00:00,ja,1
2017-07-25 00:00:00,nl,1
2017-07-25 00:00:00,pt,1
2017-07-25 00:00:00,ro,1
2017-07-25 00:00:00,sl,1
2017-07-25 00:00:00,tl,1
2017-07-25 00:00:00,fa,2
2017-07-25 00:00:00,in,2
2017-07-25 00:00:00,ca,3
2017-07-25 00:00:00,bg,4
2017-07-25 00:00:00,fi,4
2017-07-25 00:00:00,da,5
2017-07-25 00:00:00,uk,5
2017-07-25 00:00:00,et,7
2017-07-25 00:00:00,es,9
2017-07-25 00:00:00,lt,9
2017-07-25 00:00:00,sv,15
2017-07-25 00:00:00,it,18
2017-07-25 00:00:00,und,81
2017-07-25 00:00:00,en,288
2017-07-25 00:00:00,ru,438
2017-07-25 00:00:00,lv,2534
2017-07-26 00:00:00,cs,1
2017-07-26 00:00:00,fr,1
2017-07-26 00:00:00,is,1
2017-07-26 00:00:00,sr,1
2017-07-26 00:00:00,tr,1
2017-07-26 00:00:00,da,2
2017-07-26 00:00:00,de,2
2017-07-26 00:00:00,sl,2
2017-07-26 00:00:00,tl,2
2017-07-26 00:00:00,ht,3
2017-07-26 00:00:00,ja,3
2017-07-26 00:00:00,ar,4
2017-07-26 00:00:00,pl,4
2017-07-26 00:00:00,et,5
2017-07-26 00:00:00,uk,5
2017-07-26 00:00:00,ro,6
2017-07-26 00:00:00,bg,7
2017-07-26 00:00:00,fi,7
2017-07-26 00:00:00,es,8
2017-07-26 00:00:00,lt,13
2017-07-26 00:00:00,it,16
2017-07-26 00:00:00,sv,20
2017-07-26 00:00:00,und,76
2017-07-26 00:00:00,en,249
2017-07-26 00:00:00,ru,408
2017-07-26 00:00:00,lv,2699
2017-07-27 00:00:00,de,1
2017-07-27 00:00:00,el,1
2017-07-27 00:00:00,nl,1
2017-07-27 00:00:00,tl,1
2017-07-27 00:00:00,tr,1
2017-07-27 00:00:00,ca,2
2017-07-27 00:00:00,cs,2
2017-07-27 00:00:00,da,2
2017-07-27 00:00:00,fa,2
2017-07-27 00:00:00,fr,2
2017-07-27 00:00:00,ht,2
2017-07-27 00:00:00,is,2
2017-07-27 00:00:00,no,2
2017-07-27 00:00:00,pl,2
2017-07-27 00:00:00,uk,2
2017-07-27 00:00:00,et,3
2017-07-27 00:00:00,ro,3
2017-07-27 00:00:00,bg,4
2017-07-27 00:00:00,it,4
2017-07-27 00:00:00,sl,4
2017-07-27 00:00:00,in,5
2017-07-27 00:00:00,fi,8
2017-07-27 00:00:00,ar,9
2017-07-27 00:00:00,lt,11
2017-07-27 00:00:00,es,12
2017-07-27 00:00:00,sv,17
2017-07-27 00:00:00,und,77
2017-07-27 00:00:00,en,280
2017-07-27 00:00:00,ru,461
2017-07-27 00:00:00,lv,2845
2017-07-28 00:00:00,cy,1
2017-07-28 00:00:00,de,1
2017-07-28 00:00:00,fi,1
2017-07-28 00:00:00,no,1
2017-07-28 00:00:00,tl,1
2017-07-28 00:00:00,tr,1
2017-07-28 00:00:00,cs,2
2017-07-28 00:00:00,da,2
2017-07-28 00:00:00,ro,2
2017-07-28 00:00:00,pt,3
2017-07-28 00:00:00,uk,3
2017-07-28 00:00:00,bg,4
2017-07-28 00:00:00,nl,4
2017-07-28 00:00:00,sl,4
2017-07-28 00:00:00,fr,5
2017-07-28 00:00:00,ht,5
2017-07-28 00:00:00,it,6
2017-07-28 00:00:00,pl,6
2017-07-28 00:00:00,ca,7
2017-07-28 00:00:00,in,7
2017-07-28 00:00:00,ar,8
2017-07-28 00:00:00,sv,8
2017-07-28 00:00:00,es,9
2017-07-28 00:00:00,et,9
2017-07-28 00:00:00,lt,24
2017-07-28 00:00:00,und,94
2017-07-28 00:00:00,en,297
2017-07-28 00:00:00,ru,347
2017-07-28 00:00:00,lv,2850
2017-07-29 00:00:00,fa,1
2017-07-29 00:00:00,in,1
2017-07-29 00:00:00,it,1
2017-07-29 00:00:00,pt,1
2017-07-29 00:00:00,de,2
2017-07-29 00:00:00,ro,2
2017-07-29 00:00:00,cs,3
2017-07-29 00:00:00,es,3
2017-07-29 00:00:00,uk,3
2017-07-29 00:00:00,fi,4
2017-07-29 00:00:00,nl,5
2017-07-29 00:00:00,ca,6
2017-07-29 00:00:00,tr,6
2017-07-29 00:00:00,fr,8
2017-07-29 00:00:00,sv,9
2017-07-29 00:00:00,ar,10
2017-07-29 00:00:00,lt,13
2017-07-29 00:00:00,et,14
2017-07-29 00:00:00,und,56
2017-07-29 00:00:00,en,190
2017-07-29 00:00:00,ru,224
2017-07-29 00:00:00,lv,1253
2017-07-30 00:00:00,ca,1
2017-07-30 00:00:00,ht,1
2017-07-30 00:00:00,is,1
2017-07-30 00:00:00,pl,1
2017-07-30 00:00:00,pt,1
2017-07-30 00:00:00,zh,1
2017-07-30 00:00:00,bg,2
2017-07-30 00:00:00,cs,2
2017-07-30 00:00:00,fr,2
2017-07-30 00:00:00,ja,2
2017-07-30 00:00:00,fi,3
2017-07-30 00:00:00,in,3
2017-07-30 00:00:00,ro,3
2017-07-30 00:00:00,tr,4
2017-07-30 00:00:00,ar,6
2017-07-30 00:00:00,et,6
2017-07-30 00:00:00,uk,6
2017-07-30 00:00:00,de,7
2017-07-30 00:00:00,it,8
2017-07-30 00:00:00,lt,9
2017-07-30 00:00:00,sl,11
2017-07-30 00:00:00,sv,11
2017-07-30 00:00:00,nl,12
2017-07-30 00:00:00,und,44
2017-07-30 00:00:00,en,203
2017-07-30 00:00:00,ru,384
2017-07-30 00:00:00,lv,1262
2017-07-31 00:00:00,bg,1
2017-07-31 00:00:00,ht,1
2017-07-31 00:00:00,ka,1
2017-07-31 00:00:00,sl,1
2017-07-31 00:00:00,tl,1
2017-07-31 00:00:00,no,2
2017-07-31 00:00:00,da,3
2017-07-31 00:00:00,de,3
2017-07-31 00:00:00,es,3
2017-07-31 00:00:00,in,3
2017-07-31 00:00:00,ca,4
2017-07-31 00:00:00,et,4
2017-07-31 00:00:00,fi,4
2017-07-31 00:00:00,fr,5
2017-07-31 00:00:00,it,5
2017-07-31 00:00:00,pt,5
2017-07-31 00:00:00,ro,5
2017-07-31 00:00:00,nl,8
2017-07-31 00:00:00,uk,8
2017-07-31 00:00:00,lt,19
2017-07-31 00:00:00,sv,22
2017-07-31 00:00:00,und,88
2017-07-31 00:00:00,en,315
2017-07-31 00:00:00,ru,445
2017-07-31 00:00:00,lv,2503
2017-08-01 00:00:00,ca,1
2017-08-01 00:00:00,da,1
2017-08-01 00:00:00,in,1
2017-08-01 00:00:00,tr,1
2017-08-01 00:00:00,fa,2
2017-08-01 00:00:00,fi,2
2017-08-01 00:00:00,ht,2
2017-08-01 00:00:00,is,2
2017-08-01 00:00:00,nl,2
2017-08-01 00:00:00,no,2
2017-08-01 00:00:00,pl,2
2017-08-01 00:00:00,pt,2
2017-08-01 00:00:00,sl,2
2017-08-01 00:00:00,sr,2
2017-08-01 00:00:00,tl,2
2017-08-01 00:00:00,de,3
2017-08-01 00:00:00,ro,3
2017-08-01 00:00:00,es,4
2017-08-01 00:00:00,fr,5
2017-08-01 00:00:00,it,5
2017-08-01 00:00:00,et,6
2017-08-01 00:00:00,uk,6
2017-08-01 00:00:00,lt,10
2017-08-01 00:00:00,bg,11
2017-08-01 00:00:00,sv,41
2017-08-01 00:00:00,und,68
2017-08-01 00:00:00,en,224
2017-08-01 00:00:00,ru,448
2017-08-01 00:00:00,lv,2642
2017-08-02 00:00:00,da,1
2017-08-02 00:00:00,de,1
2017-08-02 00:00:00,ar,2
2017-08-02 00:00:00,es,2
2017-08-02 00:00:00,no,2
2017-08-02 00:00:00,ro,2
2017-08-02 00:00:00,tr,2
2017-08-02 00:00:00,ca,3
2017-08-02 00:00:00,ht,3
2017-08-02 00:00:00,nl,3
2017-08-02 00:00:00,bg,4
2017-08-02 00:00:00,fi,4
2017-08-02 00:00:00,in,4
2017-08-02 00:00:00,pt,4
2017-08-02 00:00:00,uk,4
2017-08-02 00:00:00,cs,5
2017-08-02 00:00:00,fr,5
2017-08-02 00:00:00,et,7
2017-08-02 00:00:00,it,8
2017-08-02 00:00:00,ja,9
2017-08-02 00:00:00,lt,12
2017-08-02 00:00:00,sv,21
2017-08-02 00:00:00,und,83
2017-08-02 00:00:00,en,264
2017-08-02 00:00:00,ru,409
2017-08-02 00:00:00,lv,2577
2017-08-03 00:00:00,bg,1
2017-08-03 00:00:00,fa,1
2017-08-03 00:00:00,it,1
2017-08-03 00:00:00,ja,1
2017-08-03 00:00:00,no,1
2017-08-03 00:00:00,pl,1
2017-08-03 00:00:00,pt,1
2017-08-03 00:00:00,cy,2
2017-08-03 00:00:00,de,2
2017-08-03 00:00:00,hu,2
2017-08-03 00:00:00,ro,2
2017-08-03 00:00:00,sr,2
2017-08-03 00:00:00,tl,2
2017-08-03 00:00:00,ar,3
2017-08-03 00:00:00,cs,3
