day,topic_id,tweets_total,tweets_lv_ru_en,tweets_lv,tweets_ru,tweets_en,users_lv,users_ru,users_en
2018-04-01 00:00:00,LV001,55,54,0.96,0.04,0.00,0.90,0.06,0.04
2018-04-02 00:00:00,LV001,69,69,0.91,0.00,0.09,0.90,0.00,0.10
2018-04-03 00:00:00,LV001,16,16,0.75,0.25,0.00,0.76,0.24,0.01
2018-04-04 00:00:00,LV001,5,5,0.60,0.40,0.00,0.58,0.40,0.02
2018-04-05 00:00:00,LV001,10,10,0.70,0.30,0.00,0.66,0.30,0.04
2018-04-06 00:00:00,LV001,10,10,0.80,0.10,0.10,0.89,0.09,0.01
2018-04-08 00:00:00,LV001,2,2,1.00,0.00,0.00,0.95,0.00,0.05
2018-04-09 00:00:00,LV001,20,20,0.85,0.15,0.00,0.78,0.20,0.02
2018-04-10 00:00:00,LV001,12,12,0.83,0.17,0.00,0.81,0.16,0.03
2018-04-11 00:00:00,LV001,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-04-12 00:00:00,LV001,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2018-04-13 00:00:00,LV001,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-04-14 00:00:00,LV001,13,13,1.00,0.00,0.00,0.97,0.00,0.03
2018-04-15 00:00:00,LV001,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-04-16 00:00:00,LV001,10,10,0.70,0.30,0.00,0.78,0.22,0.01
2018-04-17 00:00:00,LV001,4,4,1.00,0.00,0.00,0.99,0.00,0.01
2018-04-18 00:00:00,LV001,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2018-04-19 00:00:00,LV001,12,12,0.83,0.17,0.00,0.83,0.17,0.00
2018-04-20 00:00:00,LV001,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-04-21 00:00:00,LV001,2,2,0.00,1.00,0.00,0.00,1.00,0.00
2018-04-22 00:00:00,LV001,1,1,0.00,1.00,0.00,0.01,0.98,0.00
2018-04-23 00:00:00,LV001,3,3,0.33,0.67,0.00,0.33,0.67,0.00
2018-04-24 00:00:00,LV001,5,5,0.40,0.60,0.00,0.42,0.57,0.01
2018-04-25 00:00:00,LV001,2,2,1.00,0.00,0.00,0.94,0.04,0.03
2018-04-26 00:00:00,LV001,1,1,0.00,1.00,0.00,0.09,0.91,0.00
2018-04-29 00:00:00,LV001,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2018-05-01 00:00:00,LV001,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2018-05-02 00:00:00,LV001,1,1,1.00,0.00,0.00,0.88,0.10,0.02
2018-05-04 00:00:00,LV001,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-05-05 00:00:00,LV001,9,9,0.78,0.22,0.00,0.75,0.24,0.01
2018-05-06 00:00:00,LV001,1,1,0.00,1.00,0.00,0.00,0.98,0.01
2018-05-07 00:00:00,LV001,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2018-05-08 00:00:00,LV001,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-25 00:00:00,LV002,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-25 00:00:00,LV002,8,8,0.87,0.12,0.00,0.87,0.12,0.01
2017-05-26 00:00:00,LV002,7,7,1.00,0.00,0.00,0.99,0.00,0.01
2017-05-27 00:00:00,LV002,1,1,1.00,0.00,0.00,0.98,0.00,0.02
2017-05-28 00:00:00,LV002,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-16 00:00:00,LV002,2,2,1.00,0.00,0.00,0.92,0.00,0.08
2017-06-17 00:00:00,LV002,1,1,1.00,0.00,0.00,0.88,0.00,0.12
2017-09-04 00:00:00,LV002,51,51,0.88,0.00,0.12,0.91,0.00,0.09
2017-09-05 00:00:00,LV002,5,5,0.80,0.00,0.20,0.89,0.00,0.11
2017-09-07 00:00:00,LV002,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-04 00:00:00,LV002,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-02 00:00:00,LV002,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-03 00:00:00,LV002,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-06 00:00:00,LV002,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-08 00:00:00,LV002,7,7,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-11 00:00:00,LV002,12,12,0.92,0.00,0.08,0.91,0.00,0.09
2017-11-12 00:00:00,LV002,9,9,0.78,0.00,0.22,0.90,0.00,0.10
2017-11-13 00:00:00,LV002,37,37,0.95,0.00,0.05,0.98,0.00,0.02
2017-11-14 00:00:00,LV002,18,18,0.89,0.06,0.06,0.88,0.06,0.06
2017-11-15 00:00:00,LV002,2,2,0.50,0.00,0.50,0.54,0.00,0.46
2017-11-17 00:00:00,LV002,8,8,1.00,0.00,0.00,0.94,0.00,0.06
2017-11-18 00:00:00,LV002,1,1,1.00,0.00,0.00,0.83,0.15,0.02
2017-11-19 00:00:00,LV002,3,3,1.00,0.00,0.00,0.97,0.00,0.03
2017-11-21 00:00:00,LV002,2,2,0.50,0.00,0.50,0.66,0.00,0.34
2017-11-22 00:00:00,LV002,1,1,0.00,0.00,1.00,0.22,0.00,0.78
2017-11-23 00:00:00,LV002,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-24 00:00:00,LV002,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-25 00:00:00,LV002,1,1,1.00,0.00,0.00,0.74,0.00,0.25
2017-11-26 00:00:00,LV002,1,1,1.00,0.00,0.00,0.61,0.00,0.39
2017-11-29 00:00:00,LV002,1,1,1.00,0.00,0.00,0.81,0.00,0.19
2017-12-20 00:00:00,LV002,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2018-01-05 00:00:00,LV002,3,3,0.00,0.00,1.00,0.18,0.00,0.82
2018-01-16 00:00:00,LV002,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2018-02-19 00:00:00,LV002,1,1,1.00,0.00,0.00,0.38,0.00,0.62
2018-02-21 00:00:00,LV002,2,2,1.00,0.00,0.00,0.51,0.00,0.49
2018-03-09 00:00:00,LV002,2,2,0.00,0.00,1.00,0.20,0.00,0.80
2017-04-15 00:00:00,LV003,4,4,0.75,0.25,0.00,0.75,0.25,0.00
2017-04-16 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-17 00:00:00,LV003,1,1,0.00,0.00,1.00,0.67,0.02,0.31
2017-04-18 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-19 00:00:00,LV003,8,8,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-20 00:00:00,LV003,25,25,0.88,0.00,0.12,0.90,0.00,0.10
2017-04-21 00:00:00,LV003,4,4,1.00,0.00,0.00,0.84,0.00,0.16
2017-04-22 00:00:00,LV003,3,3,1.00,0.00,0.00,0.96,0.00,0.04
2017-04-23 00:00:00,LV003,9,9,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-24 00:00:00,LV003,21,21,0.95,0.05,0.00,0.90,0.08,0.02
2017-04-25 00:00:00,LV003,6,6,1.00,0.00,0.00,0.95,0.00,0.04
2017-04-26 00:00:00,LV003,17,17,1.00,0.00,0.00,0.99,0.00,0.01
2017-04-27 00:00:00,LV003,7,7,0.86,0.14,0.00,0.67,0.17,0.17
2017-04-28 00:00:00,LV003,2,2,1.00,0.00,0.00,0.98,0.00,0.02
2017-04-29 00:00:00,LV003,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-30 00:00:00,LV003,4,4,0.25,0.00,0.75,0.91,0.00,0.09
2017-05-01 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-02 00:00:00,LV003,4,4,1.00,0.00,0.00,0.99,0.00,0.00
2017-05-03 00:00:00,LV003,6,6,1.00,0.00,0.00,0.98,0.00,0.02
2017-05-04 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-05 00:00:00,LV003,1,1,1.00,0.00,0.00,0.94,0.00,0.06
2017-05-08 00:00:00,LV003,15,15,0.87,0.13,0.00,0.84,0.14,0.02
2017-05-09 00:00:00,LV003,10,10,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-10 00:00:00,LV003,7,7,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-11 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-12 00:00:00,LV003,5,5,1.00,0.00,0.00,0.99,0.00,0.01
2017-05-13 00:00:00,LV003,7,7,0.86,0.14,0.00,0.85,0.14,0.01
2017-05-14 00:00:00,LV003,11,11,0.91,0.09,0.00,0.87,0.09,0.04
2017-05-15 00:00:00,LV003,10,10,0.90,0.00,0.10,0.90,0.00,0.10
2017-05-16 00:00:00,LV003,14,14,1.00,0.00,0.00,0.94,0.00,0.06
2017-05-17 00:00:00,LV003,8,8,1.00,0.00,0.00,0.99,0.00,0.01
2017-05-18 00:00:00,LV003,8,8,1.00,0.00,0.00,0.99,0.00,0.01
2017-05-19 00:00:00,LV003,12,12,0.83,0.17,0.00,0.83,0.16,0.01
2017-05-20 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-21 00:00:00,LV003,9,9,0.78,0.22,0.00,0.78,0.22,0.00
2017-05-22 00:00:00,LV003,4,4,0.50,0.50,0.00,0.50,0.50,0.00
2017-05-23 00:00:00,LV003,8,8,0.75,0.25,0.00,0.75,0.25,0.01
2017-05-24 00:00:00,LV003,9,9,0.67,0.22,0.11,0.76,0.22,0.02
2017-05-25 00:00:00,LV003,32,32,0.81,0.19,0.00,0.79,0.18,0.04
2017-05-26 00:00:00,LV003,7,7,0.57,0.43,0.00,0.57,0.43,0.00
2017-05-27 00:00:00,LV003,9,9,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-28 00:00:00,LV003,12,12,0.92,0.08,0.00,0.91,0.08,0.00
2017-05-29 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-30 00:00:00,LV003,16,16,0.94,0.06,0.00,0.93,0.06,0.01
2017-05-31 00:00:00,LV003,9,9,0.89,0.11,0.00,0.89,0.11,0.00
2017-06-01 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-02 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-03 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-04 00:00:00,LV003,7,7,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-05 00:00:00,LV003,4,4,0.75,0.25,0.00,0.75,0.25,0.00
2017-06-06 00:00:00,LV003,12,12,1.00,0.00,0.00,0.96,0.00,0.04
2017-06-07 00:00:00,LV003,9,9,0.89,0.00,0.11,0.86,0.00,0.14
2017-06-08 00:00:00,LV003,3,3,1.00,0.00,0.00,0.98,0.00,0.02
2017-06-09 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-10 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-11 00:00:00,LV003,2,2,0.00,1.00,0.00,0.00,0.98,0.02
2017-06-12 00:00:00,LV003,2,2,1.00,0.00,0.00,0.83,0.01,0.16
2017-06-13 00:00:00,LV003,18,18,0.94,0.06,0.00,0.94,0.06,0.00
2017-06-14 00:00:00,LV003,11,11,1.00,0.00,0.00,0.95,0.01,0.04
2017-06-15 00:00:00,LV003,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-16 00:00:00,LV003,8,8,0.62,0.12,0.25,0.63,0.12,0.25
2017-06-17 00:00:00,LV003,1,1,1.00,0.00,0.00,0.98,0.00,0.01
2017-06-18 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-19 00:00:00,LV003,8,8,0.87,0.00,0.12,0.87,0.00,0.13
2017-06-20 00:00:00,LV003,25,25,0.80,0.00,0.20,0.82,0.00,0.18
2017-06-21 00:00:00,LV003,7,7,0.86,0.00,0.14,0.71,0.02,0.26
2017-06-22 00:00:00,LV003,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2017-06-23 00:00:00,LV003,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-06-25 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-26 00:00:00,LV003,9,9,0.78,0.22,0.00,0.78,0.22,0.00
2017-06-27 00:00:00,LV003,6,6,0.83,0.17,0.00,0.83,0.16,0.01
2017-06-28 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-29 00:00:00,LV003,6,6,0.67,0.00,0.33,0.78,0.00,0.22
2017-06-30 00:00:00,LV003,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2017-07-03 00:00:00,LV003,9,9,0.78,0.22,0.00,0.75,0.22,0.03
2017-07-04 00:00:00,LV003,8,8,0.62,0.37,0.00,0.62,0.37,0.01
2017-07-05 00:00:00,LV003,19,19,0.89,0.11,0.00,0.88,0.10,0.01
2017-07-06 00:00:00,LV003,4,4,0.75,0.00,0.25,0.74,0.00,0.26
2017-07-07 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-08 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-09 00:00:00,LV003,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-10 00:00:00,LV003,22,22,0.91,0.09,0.00,0.87,0.09,0.04
2017-07-11 00:00:00,LV003,8,8,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-12 00:00:00,LV003,5,5,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-13 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-14 00:00:00,LV003,28,28,1.00,0.00,0.00,0.87,0.03,0.09
2017-07-16 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-17 00:00:00,LV003,12,12,0.92,0.08,0.00,0.87,0.08,0.04
2017-07-18 00:00:00,LV003,5,5,1.00,0.00,0.00,0.93,0.00,0.07
2017-07-19 00:00:00,LV003,11,11,0.82,0.18,0.00,0.82,0.18,0.01
2017-07-20 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-21 00:00:00,LV003,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-23 00:00:00,LV003,9,9,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-24 00:00:00,LV003,6,6,1.00,0.00,0.00,0.99,0.00,0.00
2017-07-25 00:00:00,LV003,8,8,0.87,0.00,0.12,0.57,0.00,0.43
2017-07-26 00:00:00,LV003,14,14,0.86,0.14,0.00,0.85,0.14,0.01
2017-07-27 00:00:00,LV003,14,14,0.93,0.07,0.00,0.92,0.07,0.01
2017-07-28 00:00:00,LV003,10,10,0.90,0.10,0.00,0.89,0.10,0.01
2017-07-29 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-30 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-01 00:00:00,LV003,8,8,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-02 00:00:00,LV003,3,3,1.00,0.00,0.00,0.88,0.01,0.11
2017-08-03 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-04 00:00:00,LV003,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-06 00:00:00,LV003,2,2,0.50,0.50,0.00,0.50,0.49,0.01
2017-08-07 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-08 00:00:00,LV003,6,6,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-09 00:00:00,LV003,23,23,0.87,0.00,0.13,0.93,0.00,0.06
2017-08-10 00:00:00,LV003,9,9,0.89,0.11,0.00,0.87,0.11,0.02
2017-08-11 00:00:00,LV003,3,3,0.67,0.33,0.00,0.67,0.33,0.00
2017-08-12 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-13 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-14 00:00:00,LV003,19,19,0.89,0.11,0.00,0.89,0.10,0.01
2017-08-15 00:00:00,LV003,7,7,0.86,0.14,0.00,0.86,0.04,0.10
2017-08-16 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-17 00:00:00,LV003,6,6,1.00,0.00,0.00,0.95,0.00,0.05
2017-08-18 00:00:00,LV003,1,1,0.00,1.00,0.00,0.00,0.98,0.02
2017-08-19 00:00:00,LV003,9,9,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-20 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-21 00:00:00,LV003,9,9,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-22 00:00:00,LV003,17,17,0.94,0.00,0.06,0.97,0.00,0.03
2017-08-23 00:00:00,LV003,3,3,0.67,0.33,0.00,0.67,0.33,0.01
2017-08-24 00:00:00,LV003,11,11,1.00,0.00,0.00,0.99,0.00,0.00
2017-08-26 00:00:00,LV003,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-27 00:00:00,LV003,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-29 00:00:00,LV003,10,10,1.00,0.00,0.00,0.98,0.02,0.00
2017-08-30 00:00:00,LV003,9,9,1.00,0.00,0.00,0.97,0.00,0.03
2017-08-31 00:00:00,LV003,4,4,1.00,0.00,0.00,0.92,0.03,0.05
2017-09-02 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-03 00:00:00,LV003,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-09-04 00:00:00,LV003,2,2,0.50,0.00,0.50,0.84,0.07,0.09
2017-09-05 00:00:00,LV003,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-06 00:00:00,LV003,14,14,1.00,0.00,0.00,0.99,0.00,0.01
2017-09-07 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-08 00:00:00,LV003,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-09-09 00:00:00,LV003,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-10 00:00:00,LV003,1,1,1.00,0.00,0.00,0.97,0.02,0.02
2017-09-11 00:00:00,LV003,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-12 00:00:00,LV003,8,8,0.87,0.12,0.00,0.86,0.13,0.02
2017-09-13 00:00:00,LV003,16,16,0.94,0.00,0.06,0.93,0.00,0.07
2017-09-14 00:00:00,LV003,8,8,1.00,0.00,0.00,0.99,0.00,0.01
2017-09-15 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-16 00:00:00,LV003,7,7,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-17 00:00:00,LV003,3,3,0.67,0.00,0.33,0.61,0.00,0.39
2017-09-18 00:00:00,LV003,12,12,0.92,0.00,0.08,0.77,0.00,0.23
2017-09-19 00:00:00,LV003,9,9,0.89,0.00,0.11,0.72,0.00,0.28
2017-09-20 00:00:00,LV003,4,4,0.75,0.00,0.25,0.75,0.00,0.25
2017-09-21 00:00:00,LV003,7,7,0.71,0.29,0.00,0.66,0.29,0.05
2017-09-22 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-23 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-24 00:00:00,LV003,7,7,0.86,0.14,0.00,0.85,0.14,0.01
2017-09-25 00:00:00,LV003,15,15,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-26 00:00:00,LV003,7,7,0.86,0.00,0.14,0.85,0.02,0.13
2017-09-27 00:00:00,LV003,10,10,1.00,0.00,0.00,0.96,0.00,0.04
2017-09-28 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-29 00:00:00,LV003,6,6,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-30 00:00:00,LV003,3,3,0.67,0.33,0.00,0.66,0.33,0.00
2017-10-01 00:00:00,LV003,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-03 00:00:00,LV003,10,10,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-04 00:00:00,LV003,17,17,1.00,0.00,0.00,0.94,0.00,0.06
2017-10-05 00:00:00,LV003,9,9,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-06 00:00:00,LV003,8,8,1.00,0.00,0.00,0.96,0.02,0.02
2017-10-07 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-08 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-09 00:00:00,LV003,7,7,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-10 00:00:00,LV003,6,6,0.83,0.00,0.17,0.83,0.09,0.08
2017-10-11 00:00:00,LV003,6,6,1.00,0.00,0.00,0.94,0.00,0.06
2017-10-12 00:00:00,LV003,4,4,1.00,0.00,0.00,0.92,0.03,0.05
2017-10-13 00:00:00,LV003,6,6,0.83,0.00,0.17,0.94,0.00,0.05
2017-10-14 00:00:00,LV003,4,4,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-15 00:00:00,LV003,3,3,1.00,0.00,0.00,0.98,0.02,0.01
2017-10-16 00:00:00,LV003,2,2,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-17 00:00:00,LV003,4,4,1.00,0.00,0.00,0.83,0.01,0.16
2017-10-18 00:00:00,LV003,7,7,0.57,0.43,0.00,0.57,0.43,0.00
2017-10-19 00:00:00,LV003,36,36,0.78,0.19,0.03,0.82,0.17,0.01
2017-10-20 00:00:00,LV003,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-21 00:00:00,LV003,3,3,1.00,0.00,0.00,0.98,0.00,0.01
2017-10-22 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-23 00:00:00,LV003,5,5,1.00,0.00,0.00,0.95,0.00,0.05
2017-10-24 00:00:00,LV003,3,2,1.00,0.00,0.00,0.71,0.00,0.29
2017-10-25 00:00:00,LV003,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-26 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-27 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-28 00:00:00,LV003,1,1,1.00,0.00,0.00,0.99,0.00,0.00
2017-10-29 00:00:00,LV003,17,17,0.76,0.18,0.06,0.78,0.18,0.04
2017-10-30 00:00:00,LV003,5,5,0.80,0.00,0.20,0.80,0.00,0.20
2017-10-31 00:00:00,LV003,14,14,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-01 00:00:00,LV003,6,6,0.83,0.00,0.17,0.73,0.00,0.27
2017-11-02 00:00:00,LV003,22,22,0.95,0.00,0.05,0.93,0.00,0.07
2017-11-03 00:00:00,LV003,15,15,0.93,0.07,0.00,0.93,0.07,0.00
2017-11-04 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-05 00:00:00,LV003,5,5,1.00,0.00,0.00,0.96,0.00,0.04
2017-11-06 00:00:00,LV003,7,7,0.86,0.00,0.14,0.81,0.00,0.18
2017-11-07 00:00:00,LV003,2,2,1.00,0.00,0.00,0.97,0.00,0.02
2017-11-08 00:00:00,LV003,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-10 00:00:00,LV003,5,5,1.00,0.00,0.00,0.98,0.00,0.02
2017-11-11 00:00:00,LV003,4,4,0.50,0.50,0.00,0.49,0.50,0.01
2017-11-12 00:00:00,LV003,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-13 00:00:00,LV003,11,11,1.00,0.00,0.00,0.97,0.03,0.00
2017-11-14 00:00:00,LV003,29,29,0.90,0.10,0.00,0.88,0.10,0.02
2017-11-15 00:00:00,LV003,22,22,0.82,0.18,0.00,0.82,0.16,0.02
2017-11-16 00:00:00,LV003,23,23,0.91,0.09,0.00,0.89,0.09,0.02
2017-11-17 00:00:00,LV003,15,15,1.00,0.00,0.00,0.95,0.00,0.05
2017-11-18 00:00:00,LV003,7,7,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-19 00:00:00,LV003,10,10,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-20 00:00:00,LV003,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-21 00:00:00,LV003,6,6,0.83,0.00,0.17,0.89,0.06,0.05
2017-11-22 00:00:00,LV003,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-23 00:00:00,LV003,14,14,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-24 00:00:00,LV003,3,3,0.33,0.67,0.00,0.33,0.67,0.00
2017-11-26 00:00:00,LV003,7,7,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-27 00:00:00,LV003,14,14,1.00,0.00,0.00,0.96,0.00,0.04
2017-11-28 00:00:00,LV003,20,20,0.95,0.00,0.05,0.95,0.02,0.03
2017-11-29 00:00:00,LV003,4,4,1.00,0.00,0.00,0.97,0.00,0.03
2017-11-30 00:00:00,LV003,14,14,0.86,0.07,0.07,0.81,0.07,0.12
2017-12-01 00:00:00,LV003,10,10,0.90,0.00,0.10,0.86,0.04,0.10
2017-12-02 00:00:00,LV003,2,2,1.00,0.00,0.00,0.81,0.01,0.18
2017-12-03 00:00:00,LV003,17,17,0.82,0.18,0.00,0.78,0.19,0.03
2017-12-04 00:00:00,LV003,19,19,1.00,0.00,0.00,0.91,0.01,0.08
2017-12-05 00:00:00,LV003,6,6,0.83,0.00,0.17,0.92,0.00,0.08
2017-12-06 00:00:00,LV003,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-12-07 00:00:00,LV003,9,9,1.00,0.00,0.00,1.00,0.00,0.00
2017-12-08 00:00:00,LV003,8,8,0.62,0.00,0.37,0.66,0.00,0.34
2017-12-09 00:00:00,LV003,4,4,0.50,0.00,0.50,0.45,0.01,0.55
2017-12-10 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-12-11 00:00:00,LV003,12,12,0.83,0.17,0.00,0.82,0.17,0.01
2017-12-12 00:00:00,LV003,12,12,0.83,0.08,0.08,0.87,0.08,0.05
2017-12-13 00:00:00,LV003,12,12,0.92,0.08,0.00,0.96,0.04,0.00
2017-12-14 00:00:00,LV003,19,19,0.79,0.11,0.11,0.83,0.11,0.07
2017-12-15 00:00:00,LV003,17,17,0.88,0.06,0.06,0.88,0.06,0.06
2017-12-16 00:00:00,LV003,6,6,1.00,0.00,0.00,0.99,0.00,0.01
2017-12-17 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-12-18 00:00:00,LV003,2,2,1.00,0.00,0.00,0.98,0.00,0.02
2017-12-19 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-12-20 00:00:00,LV003,4,4,1.00,0.00,0.00,0.99,0.00,0.01
2017-12-22 00:00:00,LV003,2,2,1.00,0.00,0.00,0.96,0.00,0.04
2017-12-23 00:00:00,LV003,3,3,1.00,0.00,0.00,0.99,0.00,0.01
2017-12-24 00:00:00,LV003,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-12-25 00:00:00,LV003,4,4,1.00,0.00,0.00,0.91,0.00,0.08
2017-12-26 00:00:00,LV003,6,6,0.67,0.33,0.00,0.61,0.34,0.05
